datetime,author_name,message,cleaned_message,label
2024-10-07 12:19:09,Boy Valerie,yanto admin e ICJ,yanto admin e icj,0
2024-10-07 12:19:09,Muhammad Andik Kurniawan 22,kang agus ngising metu ne boto,kang agus ngising metu ne boto,0
2024-10-07 12:19:09,Gelar Budaya JOGJA ,es teh jumbo jangan sampai lupa,es teh jumbo jangan sampai lupa,0
2024-10-07 12:19:10,Indri Tri,malika gek reneo ng mburiku iseh selo,malika gek reneo ng mburiku iseh selo,0
2024-10-07 12:19:12,Salma nur fadila,aku bakul,aku bakul,0
2024-10-07 12:19:13,13_Jati Lukman Hakim,aku adol dawet,aku adol dawet,0
2024-10-07 12:19:17,Efi Puji,malika disini,malika disini,0
2024-10-07 12:19:20,wulan ningrum,jogjaaa hadirrrr,jogjaaa hadirrrr,0
2024-10-07 12:19:20,Desti Nurani,klemke fiktif wae,klemke fiktif wae,0
2024-10-07 12:19:20,dhav aw,es es,es es,0
2024-10-07 12:19:24,Mikune,to yanto.. bali to golek bapak kon tuku rokok,to yanto bali to golek bapak kon tuku rokok,0
2024-10-07 12:19:27,TRISIYANA SIWANDITA,owalah,owalah,0
2024-10-07 12:19:31,Ariel Putra,acara opo iki,acara opo iki,0
2024-10-07 12:19:31,13_Jati Lukman Hakim,DAWET WOI DAWET BELAH LOR,dawet woi dawet belah lor,0
2024-10-07 12:19:32,Candra Budi,HBD jogja ku tercintaaaaaaaaaa,hbd jogja ku tercintaaaaaaaaaa,0
2024-10-07 12:19:35,Kav,suwun dulur,suwun dulur,0
2024-10-07 12:19:38,Efi Puji,aku goleki live e mau malah nemune israel,aku goleki live e mau malah nemune israel,0
2024-10-07 12:19:41,alfa official,koe Nandi to AQ Ng Buri tugu,koe nandi to aq ng buri tugu,0
2024-10-07 12:19:48,Indri Tri,hhhh iki esteh.e diombe sek tuku 2 mau,hhhh iki estehe diombe sek tuku 2 mau,0
2024-10-07 12:19:51,Saryanto,bapakku nginang,bapakku nginang,0
2024-10-07 12:19:51,Pram,Sugeng ambal warsa jogja ,sugeng ambal warsa jogja,0
2024-10-07 12:19:54,Mohammad Suharbiansyah,jogjaaaa:face_holding_back_tears:,jogjaaaa,0
2024-10-07 12:19:55,Candra Budi,darawet darawet,darawet darawet,0
2024-10-07 12:19:55,S6GH channel.,golek es teh panas ono ora yo,golek es teh panas ono ora yo,0
2024-10-07 12:19:57,Efi Puji,jajan es teh urung gong?,jajan es teh urung gong,0
2024-10-07 12:19:59,Panchan,psikologi ugm hadir,psikologi ugm hadir,0
2024-10-07 12:20:00,TRISIYANA SIWANDITA,es teh nya mas mb,es teh nya mas mb,0
2024-10-07 12:20:10,Mulia Purwasih Santoso,Ndk bisa nntn langsung:persevering_face:.,ndk bisa nntn langsung,0
2024-10-07 12:20:10,Indri Tri,astogfiruloh,astogfiruloh,0
2024-10-07 12:20:10,Dhany82 Channel,SELAMAT ULANG TAHUN KOTA JOGJA :red_heart::red_heart:,selamat ulang tahun kota jogja,0
2024-10-07 12:20:13,Budi Santoso,jogja istimewa,jogja istimewa,0
2024-10-07 12:20:14,Kav,"sek kecilik es teh, tak tukune wae mas",sek kecilik es teh tak tukune wae mas,0
2024-10-07 12:20:15,Martoh,qu ng duwur tud,qu ng duwur tud,0
2024-10-07 12:20:16,As,ono sng dodol jenang rk ke,ono sng dodol jenang rk ke,0
2024-10-07 12:20:17,JARANAN JOGJA,darawet darawet,darawet darawet,0
2024-10-07 12:20:18,Candra Budi,pesen estehnya kak,pesen estehnya kak,0
2024-10-07 12:20:18,ARTIKA HOMESPA,aku orang yogya,aku orang yogya,0
2024-10-07 12:20:20,Martoh,tugu,tugu,0
2024-10-07 12:20:20,Kav,bar mam nggone yanto loro weteng,bar mam nggone yanto loro weteng,0
2024-10-07 12:20:24,Salma nur fadila,wedang ronde wedang wedang,wedang ronde wedang wedang,0
2024-10-07 12:20:24,RATO_ LYNX,infokan di cari Bagas berkacamata di timur tugu,infokan di cari bagas berkacamata di timur tugu,0
2024-10-07 12:20:25,Bagas Prihantoro,kulon Progo hadir,kulon progo hadir,0
2024-10-07 12:20:27,13_Jati Lukman Hakim,TUKUNEN DAWET KU TUGU NGALOR,tukunen dawet ku tugu ngalor,0
2024-10-07 12:20:28,Kav,nek nggon ngiseng ning sbelah ndi ya?,nek nggon ngiseng ning sbelah ndi ya,0
2024-10-07 12:20:29,Mama Mia,Sugeng ambal Warsa Jogjakarta,sugeng ambal warsa jogjakarta,0
2024-10-07 12:20:30,Muhammad Andik Kurniawan 22,Kang aku meh nyekar neng ra ono kembar mawar nek tk ganti kembang api pripun,kang aku meh nyekar neng ra ono kembar mawar nek tk ganti kembang api pripun,0
2024-10-07 12:20:33,Efi Puji,es jeruke setunggal mas,es jeruke setunggal mas,0
2024-10-07 12:20:34,Gelar Budaya JOGJA ,"yok yang haus yang haus, es teh nya",yok yang haus yang haus es teh nya,0
2024-10-07 12:20:36,Miftachul Huda,seru iki,seru iki,0
2024-10-07 12:20:37,Andy Pramadie,weh dodolan to,weh dodolan to,0
2024-10-07 12:20:37,Candra Budi,bantul hadir\,bantul hadir,0
2024-10-07 12:20:37,Indri Tri,iki wes ngedep esteh ro telur gulung,iki wes ngedep esteh ro telur gulung,0
2024-10-07 12:20:40,Fahrudin Uut,info solawatan ....,info solawatan,0
2024-10-07 12:20:41,Salma nur fadila,anget anget,anget anget,0
2024-10-07 12:20:44,Srikandi Tegex,kav cah og ngisingan,kav cah og ngisingan,0
2024-10-07 12:20:47,Aryanti Aryanti,SELAMAT ULANG TAHUN JOGJAKARTA,selamat ulang tahun jogjakarta,0
2024-10-07 12:20:48,Rozi Priambudi,"rampungan,sampah e y dikondisikan wei",rampungansampah e y dikondisikan wei,0
2024-10-07 12:20:50,Martoh,oke otw yu,oke otw yu,0
2024-10-07 12:20:55,Boy Valerie,kowe ki kat mau tokan takon bab ngiseng ki kepeseng tenan po pie,kowe ki kat mau tokan takon bab ngiseng ki kepeseng tenan po pie,0
2024-10-07 12:21:03,Indri Tri,penak ngelive ora resiko,penak ngelive ora resiko,0
2024-10-07 12:21:04,Candra Budi,gas gas,gas gas,0
2024-10-07 12:21:06,Candra Darmawan,selamat ulang tahun kota ku tercinta :red_heart:,selamat ulang tahun kota ku tercinta,0
2024-10-07 12:21:07,Pram,Otw tugu,otw tugu,0
2024-10-07 12:21:08,Kav,iyo mas,iyo mas,0
2024-10-07 12:21:08,Efi Puji,"kae pengen tuku sosis, ning memeng antri",kae pengen tuku sosis ning memeng antri,0
2024-10-07 12:21:10,Salma nur fadila,tugu ora udan po,tugu ora udan po,0
2024-10-07 12:21:11,Mz di@n cs,ultah jogja yg ke268,ultah jogja yg ke268,0
2024-10-07 12:21:11,aeuiaa _,ngisingan,ngisingan,0
2024-10-07 12:21:14,Kav,sing iso nggo metu ndi ya?,sing iso nggo metu ndi ya,0
2024-10-07 12:21:18,Kav,wes ning tengah iku,wes ning tengah iku,0
2024-10-07 12:21:20,Rabiah,SELAMAT ULANG TAHUN JOGJA YANG KE 268,selamat ulang tahun jogja yang ke 268,0
2024-10-07 12:21:28,aeuiaa _,maburo mas,maburo mas,0
2024-10-07 12:21:32,Efi Puji,hidup gatot koco,hidup gatot koco,0
2024-10-07 12:21:32,Kav,lohhh ngising kok di seneni...,lohhh ngising kok di seneni,0
2024-10-07 12:21:34,Wahid Kamdhi,mas mba sampahnya jangan dibuang sembarangan yaa,mas mba sampahnya jangan dibuang sembarangan yaa,0
2024-10-07 12:21:36,Indri Tri,bakule mengko lewat .. muter,bakule mengko lewat  muter,0
2024-10-07 12:21:42,Adit Yoga,ATAS NAMA KAK YANTO,atas nama kak yanto,0
2024-10-07 12:21:42,Boy Valerie,ra ono jasa toilet keliling po iki,ra ono jasa toilet keliling po iki,0
2024-10-07 12:21:43,Muhammad Andik Kurniawan 22,mung muni ngising we digawe tenan hadehh baperan wkwk,mung muni ngising we digawe tenan hadehh baperan wkwk,0
2024-10-07 12:21:50,Mikune,ojo pesen gofood ning tengah2 kerumunan ya... nyusah i soal e :face_with_hand_over_mouth:,ojo pesen gofood ning tengah2 kerumunan ya nyusah i soal e,0
2024-10-07 12:21:52,Watik Fatmawati,gasssssssssssss,gasssssssssssss,0
2024-10-07 12:21:52,Boy Valerie,info jasa toilet keliling,info jasa toilet keliling,0
2024-10-07 12:21:55,Indri Tri,atos koyo koe .. kotak2 nek njoget,atos koyo koe  kotak2 nek njoget,0
2024-10-07 12:21:58,Martoh,chat qu yu sisan tak gaweke qi sosis e pan bakar opo goreng,chat qu yu sisan tak gaweke qi sosis e pan bakar opo goreng,0
2024-10-07 12:21:59,Yudha Pratama,ra iso muleh :anxious_face_with_sweat::anxious_face_with_sweat::anxious_face_with_sweat:,ra iso muleh,0
2024-10-07 12:22:02,MEGACHAN,hadehh udh ditunggu lama ternyata baru pidato,hadehh udh ditunggu lama ternyata baru pidato,0
2024-10-07 12:22:04,Laura Fia,happy birthday jogjaku semoga selalu dihati:smiling_face_with_hearts:,happy birthday jogjaku semoga selalu dihati,0
2024-10-07 12:22:07,Eka Putri,udah mulai Lom to wayang e...,udah mulai lom to wayang e,0
2024-10-07 12:22:13,Helma Wati,Sugeng ambal warsa Jogja!,sugeng ambal warsa jogja,0
2024-10-07 12:22:13,WesKejeron,numpak drone mas,numpak drone mas,0
2024-10-07 12:22:18,Efi Puji,gatot kaca ki ireng apa putih,gatot kaca ki ireng apa putih,0
2024-10-07 12:22:20,Fanathan wijaya,Tadi aku habis nonton sekarang di hotel,tadi aku habis nonton sekarang di hotel,0
2024-10-07 12:22:20,Mz di@n cs,helehh watik fatmawatii.. prett nik rep gasss,helehh watik fatmawatii prett nik rep gasss,0
2024-10-07 12:22:21,RR,berita apaan nih guys?,berita apaan nih guys,0
2024-10-07 12:22:26,Kav,ono toilet koyo ning konser ngono ga? opo kudu mlebu cafe?,ono toilet koyo ning konser ngono ga opo kudu mlebu cafe,0
2024-10-07 12:22:26,Waris Sumarwoto,istimewah,istimewah,0
2024-10-07 12:22:30,Indri Tri,terakhir ndelok langsung 2017,terakhir ndelok langsung 2017,0
2024-10-07 12:22:31,rina wati,Selamat ulang tahun kota jogja:face_blowing_a_kiss:,selamat ulang tahun kota jogja,0
2024-10-07 12:22:41,Sari Mujiati,selamat ulang tahun Kota Yogyakarta ku ..,selamat ulang tahun kota yogyakarta ku,0
2024-10-07 12:22:41,Watik Fatmawati,ayo ooooooooo9oooo,ayo ooooooooo9oooo,0
2024-10-07 12:22:47,Efi Puji,la aku urung tau ndelok,la aku urung tau ndelok,0
2024-10-07 12:22:50,Shinta Purbowati,wwkwk wes plg bnr nonton ko hp wae. malah enek le golek toilet keliling barang :loudly_crying_face:,wwkwk wes plg bnr nonton ko hp wae malah enek le golek toilet keliling barang,0
2024-10-07 12:22:51,Indri Tri,ganteng mbokne koyo yuli:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,ganteng mbokne koyo yulifacebluesmilingfacebluesmilingfacebluesmilingfacebluesmiling,0
2024-10-07 12:22:52,MEGACHAN,Jogja emng selalu punya cerita tersendiri,jogja emng selalu punya cerita tersendiri,0
2024-10-07 12:22:54,Mz di@n cs,tenan ora watik,tenan ora watik,0
2024-10-07 12:22:55,Gaib Santi Aji,delok ningkene iso teturon lurr,delok ningkene iso teturon lurr,0
2024-10-07 12:22:56,Efi Puji,ndelok perdana ning kene,ndelok perdana ning kene,0
2024-10-07 12:22:57,Fahrudin Uut,hbd om GATOT,hbd om gatot,0
2024-10-07 12:22:59,Samuel Key,Selamat Ulang Tahun Jogja,selamat ulang tahun jogja,0
2024-10-07 12:23:04,Salma nur fadila,WJNC pakk,wjnc pakk,0
2024-10-07 12:23:09,Budi Santoso,geblek renteng dan sengek tempe ready,geblek renteng dan sengek tempe ready,0
2024-10-07 12:23:13,Indri Tri,koe ki ngopo bae urip ng jogja ra tau ndelok,koe ki ngopo bae urip ng jogja ra tau ndelok,0
2024-10-07 12:23:16,Pram,Suwe tenan jan,suwe tenan jan,0
2024-10-07 12:23:17,MASADI,selamat buat jogyakarta dari depok jawabarat:hand-pink-waving::hand-pink-waving::hand-pink-waving:,selamat buat jogyakarta dari depok jawabarathandpinkwavinghandpinkwavinghandpinkwaving,0
2024-10-07 12:23:20,HayuDayuAyu channel,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,faceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshape,0
2024-10-07 12:23:25,Kav,geblek e dikirim seko ndi mas?,geblek e dikirim seko ndi mas,0
2024-10-07 12:23:28,kak sugiyono,Gatotkaca Wirajaya lakon kesayangan Sri Sultan Hamengku Buwana IX,gatotkaca wirajaya lakon kesayangan sri sultan hamengku buwana ix,0
2024-10-07 12:23:34,Boy Valerie,KAPAN RABI??,kapan rabi,0
2024-10-07 12:23:40,ipahipuh unaapuh,MADANG OM MADANG,madang om madang,0
2024-10-07 12:23:44,Hery Kentos,wes bar Isak kok Ra mulai² to iki,wes bar isak kok ra mulai to iki,0
2024-10-07 12:23:48,HayuDayuAyu channel,kepengen ke sana:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,kepengen ke sanafaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshapefaceredheartshape,0
2024-10-07 12:23:49,Efi Puji,aku mau ki ra dong wjnc ki opo,aku mau ki ra dong wjnc ki opo,0
2024-10-07 12:23:50,Watik Fatmawati,itu ayah ku lo,itu ayah ku lo,0
2024-10-07 12:23:50,Agita Dwi,:hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes::hand-orange-covering-eyes:,handorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyes,0
2024-10-07 12:23:55,Naura Wasya Chanel,Jogja darurat miras.,jogja darurat miras,0
2024-10-07 12:24:02,Boy Valerie,itu simbah ku lho,itu simbah ku lho,0
2024-10-07 12:24:08,Bagus Saputra,selamat ulang tahun jogja ku. jogja memang istimewa,selamat ulang tahun jogja ku jogja memang istimewa,0
2024-10-07 12:24:08,Suparji,Hbd Kota Jogja semakin yes,hbd kota jogja semakin yes,0
2024-10-07 12:24:09,Tya Soemarno,selamat Ulang Tahun kota jogjaku tercinta:red_heart:,selamat ulang tahun kota jogjaku tercinta,0
2024-10-07 12:24:12,Wahyu Siyamto,crewet,crewet,0
2024-10-07 12:24:12,Salma nur fadila,sego pecel lawuh tempe,sego pecel lawuh tempe,0
2024-10-07 12:24:13,Cahyo Budiyanti,HBD kota Jogja Istimewa ke 268...love yuo,hbd kota jogja istimewa ke 268love yuo,0
2024-10-07 12:24:16,Indri Tri,nek gunungkidul night carnival dong to,nek gunungkidul night carnival dong to,0
2024-10-07 12:24:18,Shinta Purbowati,"paling bnr nntn ko hp, males macet:face_with_tears_of_joy:",paling bnr nntn ko hp males macet,0
2024-10-07 12:24:18,Qa.eun_,Sopo seng nikah ki ,sopo seng nikah ki,0
2024-10-07 12:24:20,Lina Ningwibowo,:face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling:,facegreensmilingfacegreensmilingfacegreensmilingfacegreensmiling,0
2024-10-07 12:24:23,Kav,jangan kasar to wahyu,jangan kasar to wahyu,0
2024-10-07 12:24:23,Kalam Arga,mawot mawooj,mawot mawooj,0
2024-10-07 12:24:26,Watik Fatmawati,emang iya,emang iya,0
2024-10-07 12:24:27,Hery Kentos,Yoh mulai Yoh selak subuh,yoh mulai yoh selak subuh,0
2024-10-07 12:24:27,ipahipuh unaapuh,RAWRRRRRR,rawrrrrrr,0
2024-10-07 12:24:28,Kodar Yati,selaak ngantuk aku pak,selaak ngantuk aku pak,0
2024-10-07 12:24:34,Kav,kalem,kalem,0
2024-10-07 12:24:34,fatimah apriyani,sugeng ambal warsa jogjakartaaa,sugeng ambal warsa jogjakartaaa,0
2024-10-07 12:24:35,Boy Valerie,wahyu bocil,wahyu bocil,0
2024-10-07 12:24:37,Efi Puji,"ndelok nek gunungkidul, alesane ndeloke anake",ndelok nek gunungkidul alesane ndeloke anake,0
2024-10-07 12:24:39,axx,KIW,kiw,0
2024-10-07 12:24:41,Kav,bar iki gong,bar iki gong,0
2024-10-07 12:24:43,Sinister Six,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:43,cosmo,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:24:43,Krishna Amplifier Bhopalgarh,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:24:43,REBAZ 003,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:43,jatt life,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:24:43,@Indiaफूडी,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:24:43,new movies 2023,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:24:43,Krishnaz shorts king 1.0,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:24:43,SOLAR CANAL,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:43,Malik Siraj Awan,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:43,Badshaah Gaming,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:43,AycoSai,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:24:43,SKS,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:24:43,grizzy cartoon,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:24:43,SHIVAM GAMING ,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:24:43,NTA GAMING,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:24:43,ak47,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:24:43,laxman yadav,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:24:44,Sassy Soul,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:44,Indian Hacker,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:24:44,احمد جميل ,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:24:44,Musab khan (Sabi),cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:24:44,Lucky Brand,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:44,LK21,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:24:44,Abrar Ul haq,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:24:44,Raju..R.prajapati,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:44,RNM1,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:24:44,Revelation Estate,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:44,Mansi,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:24:44,Ayush Soni,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:24:44,AgGnayR,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:24:44,Scarz,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:24:44,NOOB NOOB,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:24:44,Lf2fun,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:24:44,Live music Bolivia Santa Cruz,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:24:44,Pd,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:24:44,Kripa Maanasa,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:24:45,OGGY FF,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:24:45,nikita bhilala 67,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:24:45,Islamic ,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:24:45,Karan Singh,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:24:45,HDKQND,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:45,Xpertz,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:24:45,you3,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:45,HAMSTER KOMBAT,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:24:47,FERRARI,Halo ges,halo ges,0
2024-10-07 12:24:48,TH AbirYT,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:49,@𝑺𝑲𝑹𝑬𝑯𝑨𝑵099,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:50,axx,Pacarku mana,pacarku mana,0
2024-10-07 12:24:50,Rashid Afridi,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:24:52,musa Islmaic channel,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:53,Fahrudin Uut,"kulhuu..,. wae lek ....",kulhuu wae lek,0
2024-10-07 12:24:55,HINDU ANMOL SHIROHI,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:24:56,Bagas Prihantoro,:hand-pink-waving:,handpinkwaving,0
2024-10-07 12:24:57,axx,oh di samping,oh di samping,0
2024-10-07 12:25:02,286 No. Khulicherra Gopat Narsingpur,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:25:02,Kaihan Seddiqi,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:25:02,Kafin1_xnx_0,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:25:02,Viralshortsteady,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:25:02,Dipak Das,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:25:02,RJD ,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:25:02,cool gamer 999,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:25:02,flop guys,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:25:02,Andrew meher,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:25:02,uk69 Gjnc,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:25:02,Darshan Gaming Channel,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:25:02,Budi Santoso,geblek purworejo kulonprogo,geblek purworejo kulonprogo,0
2024-10-07 12:25:02,SANJID,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:25:03,Moral Story,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:25:03,Ariful Islam,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:25:03,Raja fact,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:25:03,Badal Bisht,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:25:03,Ush Patt,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:25:03,Paokung Gamer,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:25:03,Abuzarsk,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:25:03,Cooing نور,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:25:03,shivivangi joshi's colors 007,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:25:03,Jagdishॐ.. bhati,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:25:03,Iliq 31,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:25:03,Nisha 1176,PAS4D :star: Gacor,pas4d  gacor,1
